School ID ,VisitorCheckInAndBadges,BuildingAccessControlled,GroundsAccessControlled,MetalDetectors,RandomMetalDetectors,ClosedCampusLunch,RandomDogSniff,ContrabandSweeps,AthleteDrugTesting,ExtracurricularDrugTesting,Uniforms,DressCode,Lockers,SilentAlarms,ClearBags,ElecNotifSystem,StudentPhotoID,ThreatReportingSystem,StaffPhotoID,SecurityCamera,ClassTelephones,TwoWayRadios,LimitedSocialNetwork,ProhibitedPhones,PreventionTraining,PeerMediation,BehavioralModification,StudentCourt,StudentCounseling,RestorativeCircles,IndivMentoringStudents,IndivMentoringAdults,EnrichmentActivities,SocialEmotionalTraining,CommunitySense,ThreatAssessmentTeam,LGBTQGroup,DisabilityGroup,CulturalDiversityGroup,ParentTraining,SchoolParentPrograms,LawEnforcementSchool,LawEnforcementActivities,LawEnforcementProblemParticipation,LawEnforcementPreventionParticipation,LawEnforcementStudentMentoring,LawEnforcementTeaching,LawEnforcementReporting,LawEnforcementDisciplinePolicies,LawEnforcementArrestPolicies,LawEnforcementReportingPolicies,MentalHealthTreatment1,MentalHealthTreatment2,TeacherTrainingClassroomMgmt,TeacherTrainingBullying,TeacherTrainingViolence,TeacherTrainingDA,TeacherTrainingSafety,TeacherTrainingIntervention,TeacherTrainingWarningSigns,TeacherTrainingDAAbuse,TeacherTrainingBehavioralIntervention,TeacherTrainingCrisisPrevention,SchoolShootings,Arrests,HateCrimes,RacialTensions,StudentBullying,StudentSexualHarassment,VerbalAbuse,SexualOrientationHarassment,WidespreadDisorder,GenderIdentityHarassment,ActsofDisrespect,GangActivities,PctLimitedEnglish,PctSpecialEd,PctBelow15Percentile,PctLikelyCollege,PctAcademicAchievement,ClassroomChangeAvg,StudentAreaCrime,SchoolAreaCrime,PctAverageDailyAttendance,TotalDisciplinaryActions,TotalIncidentsReported,TotalIncidentsReportedPolice,TotalSeriousViolentIncidents,TotalSeriousViolentIncidentsPolice,TotalSpecializedTransfers,TotalViolentIncidents,TotalViolentIncidentsPolice,TotalFirearmActions,TotalDrugActions,TotalWeaponActions,TotalDisruptions,TotalFightActions,TotalAlcActions,FTSecurityCount,PTSecurityCount,Urbanicity,GradeLevel,SchoolSize,PctWhiteStudents
52,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,1,1,0,2,2,4,3,4,3,4,4,5,2,4,5,19,20,40,60,4,4,3,94,43,57,21,0,0,39,26,3,1,15,2,1,22,3,2,0,4,3,4,4
54,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,4,4,4,4,4,5,5,4,5,5,15,5,85,80,7,3,3,94,78,32,31,0,0,15,8,7,0,39,0,1,8,31,1,0,4,3,4,2
55,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,4,2,4,4,4,4,4,4,4,4,5,1,10,10,90,90,6,3,3,94,22,20,20,0,0,0,3,3,0,12,0,1,2,8,8,1,4,3,4,3
58,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,0,0,1,0,0,2,2,4,3,4,4,4,4,4,4,5,1,17,10,35,65,4,3,3,95,65,96,58,2,2,0,40,14,0,20,4,6,37,4,0,0,4,3,4,3
59,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,5,4,4,3,4,5,4,3,4,26,15,15,30,50,6,1,3,94,77,90,55,0,0,13,28,0,0,16,0,1,60,1,9,0,4,3,4,4
60,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,4,2,4,4,5,2,4,4,4,1,4,5,16,30,50,60,5,1,1,95,36,64,64,4,4,15,20,20,0,20,1,3,13,2,6,0,4,3,4,4
65,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,NA,NA,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,4,2,4,4,4,4,4,5,4,4,5,7,20,5,90,95,6,2,3,93,41,36,30,0,0,0,16,10,0,0,0,0,41,0,1,5,4,3,4,3
67,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,0,0,1,0,0,2,2,4,3,4,4,4,5,4,5,5,1,10,5,97,100,7,3,3,96,7,14,7,0,0,2,2,2,0,1,0,1,1,5,4,1,4,3,4,2
70,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,4,2,4,4,4,4,4,4,4,4,5,2,16,8,25,60,6,1,2,92,43,71,71,0,0,24,27,27,0,9,5,0,27,2,1,0,4,3,4,3
71,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,2,4,4,4,4,4,4,5,3,4,14,13,20,84,90,8,3,3,95,47,76,24,3,0,7,27,0,0,22,2,1,23,0,4,0,4,3,4,4
72,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,4,4,5,5,5,5,4,5,5,5,10,25,25,25,6,3,3,80,2,34,21,1,1,2,16,9,0,0,0,1,2,0,1,0,4,3,4,3
74,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,4,2,5,4,4,4,4,5,4,4,5,0,13,15,40,75,5,4,3,93,55,48,27,1,1,10,22,1,1,11,1,1,41,1,1,0,4,3,4,4
76,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,2,2,4,4,4,4,4,5,4,4,5,3,16,3,90,99,7,3,3,97,8,11,11,0,0,1,4,4,0,1,0,0,3,4,2,0,4,3,4,3
78,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,2,2,4,4,4,4,4,5,5,4,5,4,20,8,54,68,5,3,3,94,20,28,17,0,0,3,12,6,0,3,0,3,16,1,1,0,4,3,4,2
80,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,1,1,0,3,2,5,4,4,3,5,4,5,4,5,5,10,1,50,90,6,4,3,96,27,17,11,1,1,10,7,3,0,14,4,1,8,1,4,1,4,3,4,3
81,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,NA,NA,NA,0,0,1,1,1,0,1,1,1,1,1,1,0,4,2,5,4,4,4,5,4,5,3,4,0,17,35,15,25,7,2,3,92,38,64,64,2,2,20,32,32,1,6,0,3,19,12,3,2,4,3,4,4
82,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,4,3,4,5,4,4,5,3,4,1,10,16,50,50,7,3,3,96,59,59,8,0,0,8,48,1,0,8,0,1,45,6,1,0,4,3,4,2
83,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,4,4,4,4,5,5,5,4,5,3,18,11,55,90,6,3,3,95,6,28,15,2,2,0,15,3,1,0,0,0,5,0,1,0,4,3,4,2
84,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,2,2,4,3,4,4,4,5,4,4,5,1,25,10,80,90,7,3,3,95,4,38,35,1,1,1,4,1,0,1,0,1,3,0,5,0,4,3,4,3
85,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,4,5,4,5,4,5,5,1,10,10,80,80,7,3,3,90,10,16,3,0,0,5,4,0,1,4,0,0,5,0,1,0,4,3,4,2
86,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,5,4,4,4,4,5,5,4,5,2,18,3,50,70,8,3,3,95,3,10,2,1,1,0,4,1,0,0,0,1,3,0,1,0,4,3,4,2
87,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3,2,4,4,4,4,5,5,5,5,5,3,10,5,65,75,8,3,3,95,27,143,125,0,0,0,29,16,0,5,2,1,9,11,4,1,4,3,4,2
88,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,2,2,4,3,3,4,3,5,3,5,5,1,10,3,80,80,6,3,3,91,34,58,58,0,0,0,28,28,0,6,0,0,24,4,4,2,4,3,4,3
89,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,2,4,4,4,4,4,5,4,5,5,0,15,30,25,20,5,3,3,92,13,13,9,0,0,0,3,0,1,6,0,0,4,2,2,0,4,3,4,1
91,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,NA,NA,NA,1,1,1,1,0,1,1,0,0,0,1,1,0,1,2,4,4,4,4,4,5,4,4,5,1,7,5,90,90,6,3,3,96,19,25,11,0,0,3,13,3,0,5,0,0,12,2,40,0,4,3,4,2
93,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,2,2,4,2,3,3,3,4,3,3,5,0,5,5,86,90,8,3,3,95,3,9,6,0,0,0,2,2,0,0,0,0,2,1,3,0,4,3,4,3
94,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,NA,NA,NA,1,0,1,1,1,1,1,0,0,1,0,0,0,1,2,4,4,4,4,4,5,5,4,5,1,7,8,80,90,5,3,3,96,7,5,1,0,0,2,3,0,0,2,0,1,4,1,1,0,4,3,4,2
97,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,NA,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,2,4,4,4,4,4,5,4,4,5,2,13,88,90,90,4,3,3,93,36,18,18,0,0,0,5,5,0,12,3,1,18,3,1,0,4,3,4,2
98,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,4,4,4,5,5,5,5,5,5,0,14,5,93,95,5,3,3,95,11,12,11,0,0,0,1,0,0,6,3,0,1,1,1,0,4,3,4,2
99,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,5,3,4,4,5,5,5,4,5,0,10,10,76,90,7,3,3,96,3,6,6,0,0,0,0,0,0,3,0,0,0,0,1,0,4,3,4,1
101,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,5,4,5,4,4,5,2,10,10,92,92,6,3,3,96,39,44,17,0,0,4,27,0,0,21,3,0,10,5,40,0,4,3,4,2
102,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,4,1,4,4,4,5,4,4,5,1,9,5,95,97,7,4,3,98,25,35,31,2,2,0,8,7,0,12,2,0,5,6,0,1,4,3,4,3
103,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,3,4,3,4,3,4,21,96,10,35,65,4,4,3,94,32,31,31,0,0,16,26,26,0,4,0,2,26,2,2,0,4,3,4,3
107,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,3,2,4,3,4,4,4,5,4,5,5,3,16,2,84,95,7,4,3,93,7,16,11,1,1,0,4,3,0,7,0,0,0,0,3,1,4,3,4,2
109,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,0,1,1,1,0,1,2,4,4,5,4,4,5,4,4,5,0,26,88,95,90,10,3,3,94,15,33,3,1,1,0,3,1,0,2,2,2,5,6,2,0,4,3,4,2
110,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,4,4,4,4,4,5,4,4,4,20,15,10,80,80,7,1,1,95,144,326,10,16,0,0,212,0,0,45,0,0,98,1,23,0,4,3,4,4
112,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,4,3,4,4,4,5,4,4,5,17,12,5,70,60,4,3,3,90,8,11,11,0,0,0,3,3,0,3,0,0,3,2,1,0,4,3,4,2
114,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,2,4,4,4,4,4,5,4,4,5,3,8,10,70,95,3,3,3,94,18,16,16,3,3,9,8,8,0,4,4,0,10,0,1,0,4,3,4,3
120,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,4,1,3,2,4,3,3,4,4,3,4,8,11,50,40,50,4,2,3,95,24,41,41,9,9,12,19,19,2,9,1,1,10,2,1,1,4,3,4,4
121,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,4,2,4,4,4,4,5,5,5,4,5,5,10,15,85,75,7,3,3,96,38,26,24,0,0,0,12,12,0,12,0,0,20,6,1,0,4,3,4,3
122,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,NA,NA,NA,0,1,1,0,0,0,1,0,1,0,1,0,0,2,2,4,4,4,3,4,5,4,3,5,5,11,10,60,75,5,3,3,94,50,42,9,0,0,9,9,1,0,25,7,1,18,0,1,0,4,3,4,2
123,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,4,4,5,4,5,5,5,5,5,1,19,20,43,65,8,3,3,95,8,13,12,0,0,0,2,2,0,5,1,0,2,0,1,0,4,3,4,2
124,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,2,4,4,4,4,5,5,5,5,5,1,8,5,70,90,7,3,3,95,11,23,23,0,0,0,5,5,0,2,4,0,5,0,2,0,4,3,4,3
125,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,4,1,4,3,4,4,4,5,4,5,5,0,21,40,25,50,7,2,3,91,26,35,35,3,3,17,17,17,0,2,3,2,18,3,11,1,4,3,4,2
127,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,3,2,5,4,4,4,5,5,5,4,5,3,13,12,72,91,4,2,2,96,26,52,35,0,0,7,27,15,0,8,1,0,17,0,3,2,4,3,4,4
130,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,0,0,0,0,1,0,2,2,5,4,4,5,4,5,5,4,4,2,9,5,40,85,7,4,3,90,17,13,12,1,1,2,3,3,0,4,1,2,10,2,0,0,4,3,4,4
142,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,2,2,4,4,4,4,5,5,5,5,5,5,8,0,65,80,7,3,3,97,14,93,22,1,1,4,15,11,0,4,0,1,6,4,1,0,4,3,4,3
143,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,4,2,5,4,4,4,5,5,5,4,4,11,9,6,60,80,5,3,3,96,45,95,71,0,0,45,27,15,0,23,0,0,15,7,17,0,4,3,4,4
144,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,5,3,5,4,5,5,5,4,5,1,15,5,56,56,4,3,3,94,26,30,26,1,1,5,9,5,0,3,3,0,20,0,1,0,4,3,4,3
145,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,4,4,4,4,5,4,4,5,1,13,4,69,95,5,3,3,96,9,17,17,5,5,0,8,8,0,3,0,2,3,3,2,0,4,3,4,2
147,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,NA,NA,NA,0,0,1,1,1,1,1,1,0,1,1,1,0,2,2,3,2,4,2,5,5,5,3,4,1,19,5,60,75,7,3,3,96,39,39,33,1,1,11,18,18,0,11,5,1,17,6,3,1,4,3,4,3
148,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,4,2,3,2,2,3,2,5,2,2,4,4,10,12,81,87,4,3,3,96,26,54,43,0,0,12,28,17,0,8,0,2,17,1,4,1,4,3,4,3
150,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,3,4,4,4,5,4,3,5,0,20,20,30,70,5,2,3,93,23,30,24,0,0,4,26,22,0,1,2,0,20,0,2,0,4,3,4,1
153,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,0,0,1,0,0,2,2,4,4,4,4,4,4,4,4,5,0,8,10,100,90,7,4,3,95,6,20,19,2,1,0,17,16,0,0,0,0,6,0,1,0,2,4,1,4
154,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,5,5,5,4,5,5,5,4,5,0,25,5,80,50,7,3,3,90,3,3,1,0,0,0,1,0,0,1,0,0,2,0,0,0,2,4,1,2
157,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,5,4,1,4,4,5,5,4,5,4,17,5,87,80,6,3,3,95,8,16,6,0,0,1,6,0,0,0,2,0,3,3,1,0,2,4,4,2
158,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,1,0,0,0,2,2,4,4,4,4,4,4,4,4,4,18,25,50,70,70,4,2,3,93,10,15,15,0,0,0,10,10,0,4,2,1,4,0,5,0,2,4,4,4
160,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,4,1,4,4,4,5,5,1,5,3,10,10,90,95,6,3,3,94,33,35,35,0,0,9,25,25,0,8,1,0,22,2,1,1,2,4,4,3
162,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,1,1,0,0,0,0,0,1,2,5,4,4,4,5,5,5,4,5,0,10,10,70,70,7,4,3,90,8,19,4,2,0,0,9,0,0,0,3,0,4,1,0,0,4,4,4,1
163,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,4,2,4,3,4,4,4,5,5,4,5,1,11,10,80,65,8,3,3,95,20,31,16,0,0,10,13,4,3,6,1,0,10,0,1,0,4,4,4,3
