School ID ,VisitorCheckInAndBadges,BuildingAccessControlled,GroundsAccessControlled,MetalDetectors,RandomMetalDetectors,ClosedCampusLunch,RandomDogSniff,ContrabandSweeps,AthleteDrugTesting,ExtracurricularDrugTesting,Uniforms,DressCode,Lockers,SilentAlarms,ClearBags,ElecNotifSystem,StudentPhotoID,ThreatReportingSystem,StaffPhotoID,SecurityCamera,ClassTelephones,TwoWayRadios,LimitedSocialNetwork,ProhibitedPhones,PreventionTraining,PeerMediation,BehavioralModification,StudentCourt,StudentCounseling,RestorativeCircles,IndivMentoringStudents,IndivMentoringAdults,EnrichmentActivities,SocialEmotionalTraining,CommunitySense,ThreatAssessmentTeam,LGBTQGroup,DisabilityGroup,CulturalDiversityGroup,ParentTraining,SchoolParentPrograms,LawEnforcementSchool,LawEnforcementActivities,LawEnforcementProblemParticipation,LawEnforcementPreventionParticipation,LawEnforcementStudentMentoring,LawEnforcementTeaching,LawEnforcementReporting,LawEnforcementDisciplinePolicies,LawEnforcementArrestPolicies,LawEnforcementReportingPolicies,MentalHealthTreatment1,MentalHealthTreatment2,TeacherTrainingClassroomMgmt,TeacherTrainingBullying,TeacherTrainingViolence,TeacherTrainingDA,TeacherTrainingSafety,TeacherTrainingIntervention,TeacherTrainingWarningSigns,TeacherTrainingDAAbuse,TeacherTrainingBehavioralIntervention,TeacherTrainingCrisisPrevention,SchoolShootings,Arrests,HateCrimes,RacialTensions,StudentBullying,StudentSexualHarassment,VerbalAbuse,SexualOrientationHarassment,WidespreadDisorder,GenderIdentityHarassment,ActsofDisrespect,GangActivities,PctLimitedEnglish,PctSpecialEd,PctBelow15Percentile,PctLikelyCollege,PctAcademicAchievement,ClassroomChangeAvg,StudentAreaCrime,SchoolAreaCrime,PctAverageDailyAttendance,TotalDisciplinaryActions,TotalIncidentsReported,TotalIncidentsReportedPolice,TotalSeriousViolentIncidents,TotalSeriousViolentIncidentsPolice,TotalSpecializedTransfers,TotalViolentIncidents,TotalViolentIncidentsPolice,TotalFirearmActions,TotalDrugActions,TotalWeaponActions,TotalDisruptions,TotalFightActions,TotalAlcActions,FTSecurityCount,PTSecurityCount,Urbanicity,GradeLevel,SchoolSize,PctWhiteStudents
1651,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,0,1,0,99,99,4,4,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
1652,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,4,4,5,5,5,5,5,5,5,33,15,1,90,100,0,4,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
1654,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,2,4,4,4,5,4,5,4,4,5,90,10,10,75,80,5,2,2,96,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,1,3,3
1656,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,1,1,1,0,1,1,0,0,1,1,0,1,2,4,5,5,5,5,5,5,4,5,2,20,3,80,100,3,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,2
1657,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,0,1,1,0,1,2,4,4,4,4,4,5,4,4,5,31,12,15,90,95,5,3,3,92,11,27,0,0,0,0,20,0,0,0,1,0,10,0,1,0,1,1,3,4
1658,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,0,1,0,0,2,2,5,4,5,4,5,3,5,4,5,30,10,10,75,75,4,1,1,93,50,6,2,0,0,0,6,2,0,0,0,0,50,0,0,2,1,1,3,4
1659,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2,4,3,4,5,4,5,5,5,5,11,17,5,98,98,8,3,3,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,4
1661,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2,5,4,5,4,5,4,5,5,5,0,0,0,100,100,6,1,3,97,10,1,0,0,0,5,1,0,0,0,0,0,10,0,1,0,1,1,3,4
1662,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,0,0,0,1,1,0,1,2,5,4,4,4,5,5,5,4,5,20,15,10,60,100,6,2,3,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
1663,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,1,0,0,1,2,4,4,4,4,5,3,4,4,5,21,15,13,70,85,8,2,2,96,6,48,7,0,0,0,45,4,0,0,6,1,0,0,0,0,1,1,3,3
1664,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,1,1,1,0,1,2,4,4,4,5,5,5,5,4,5,21,14,15,85,85,5,2,3,95,2,3,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,1,3,4
1665,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,5,4,5,4,5,4,5,1,5,10,60,80,6,2,2,95,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,3,3
1666,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,1,1,1,1,1,0,1,2,4,4,4,4,4,4,5,4,5,25,21,20,40,40,4,1,1,94,20,33,0,0,0,0,33,0,0,0,0,0,20,0,1,0,1,1,3,4
1668,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,0,1,0,1,0,0,1,2,3,4,3,4,3,2,4,2,5,12,8,70,60,60,3,3,3,94,6,20,3,0,0,0,15,0,0,1,1,0,4,0,0,0,1,1,3,4
1671,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,5,5,5,5,5,5,5,8,7,3,90,100,6,4,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
1673,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,3,2,4,4,5,5,5,3,5,60,13,2,25,70,2,1,1,95,20,10,0,1,0,0,3,0,0,0,0,0,20,0,1,0,1,1,3,4
1676,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,4,4,4,2,5,5,5,4,5,45,10,10,75,75,4,3,3,85,9,57,6,0,0,1,55,5,0,0,0,3,9,0,0,0,1,1,3,4
1678,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,4,4,4,4,5,5,5,4,5,40,16,20,10,70,0,3,3,95,2,5,0,0,0,0,2,0,0,0,0,1,2,0,1,0,1,1,3,4
1679,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,3,4,4,2,5,2,4,2,4,3,18,10,100,100,6,2,2,91,4,1,0,0,0,4,1,0,0,0,0,0,4,0,4,1,1,1,3,4
1680,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,1,1,0,1,1,0,1,2,4,4,5,4,5,5,5,4,5,34,25,70,80,80,3,4,1,95,11,27,9,2,1,0,27,9,0,0,0,0,11,0,3,0,1,1,3,4
1687,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,4,3,4,2,5,3,5,2,5,25,15,65,80,75,0,1,1,89,61,6,1,0,0,0,5,0,0,0,1,2,60,0,3,0,1,1,3,4
1688,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2,5,4,5,5,5,5,5,5,5,3,9,80,15,25,2,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,4
1691,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,4,4,4,5,5,5,40,20,70,90,70,4,2,2,94,12,17,0,1,0,0,13,0,0,0,1,1,11,0,3,0,1,1,3,4
1692,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,0,1,1,0,1,2,5,4,5,4,5,5,5,3,5,0,0,5,80,60,0,1,1,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
1693,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,2,10,35,65,95,3,3,3,98,3,3,1,0,0,0,2,1,0,0,1,1,2,0,0,1,1,1,3,4
1694,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,4,4,5,5,5,5,5,4,5,1,7,5,80,80,3,3,3,97,10,16,0,0,0,0,10,0,0,0,0,0,10,0,0,0,1,1,3,3
1695,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,5,3,5,5,5,4,5,4,5,15,10,48,5,25,0,3,3,95,4,12,4,0,0,1,4,0,0,1,0,0,3,0,0,0,1,1,3,4
1701,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,3,3,5,3,5,4,5,3,5,36,19,15,15,79,4,2,2,97,27,2,1,0,0,0,1,1,0,0,0,3,27,0,0,4,1,1,3,4
1702,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,4,4,5,5,5,4,5,12,14,5,60,80,3,3,3,97,1,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,3,3
1703,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,0,0,1,1,0,1,2,4,3,5,2,5,1,5,4,5,13,9,15,0,85,4,1,1,94,133,56,1,0,0,1,55,0,0,0,1,0,132,0,0,0,1,1,3,4
1705,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,2,3,3,5,5,5,5,5,2,5,25,11,25,20,40,2,1,1,91,110,27,0,0,0,0,22,0,0,0,0,0,110,0,0,1,1,1,3,4
1706,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,1,1,1,2,2,4,1,5,2,5,2,5,2,5,0,20,10,50,50,4,1,1,92,109,70,16,0,0,5,51,3,0,9,0,1,100,0,2,0,1,1,3,4
1707,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,NA,NA,NA,0,1,0,1,1,1,1,1,0,0,1,1,0,1,2,4,4,5,4,5,5,5,4,5,10,10,10,75,85,2,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,4
1712,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,1,1,0,1,2,4,3,5,5,5,1,5,2,5,30,11,12,100,50,8,4,3,97,5,19,0,0,0,0,15,0,0,0,0,0,5,0,0,0,1,1,3,4
1713,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,1,1,1,1,0,1,2,5,4,5,3,5,2,5,3,5,68,10,40,100,100,4,2,2,95,0,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,3,4
1718,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,0,1,0,0,0,1,1,0,1,2,4,3,5,2,5,3,5,1,5,32,8,50,30,40,3,2,2,95,10,17,17,0,0,0,15,15,0,0,0,2,10,0,0,0,1,1,3,4
1720,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,0,1,1,0,1,2,5,3,5,3,5,5,5,3,5,10,10,50,60,70,4,1,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
1721,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,4,4,5,4,4,5,4,8,15,80,90,2,4,3,97,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,3,3
1722,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,4,4,5,3,5,5,5,2,5,40,10,40,100,80,4,1,2,94,3,10,0,2,0,1,5,0,0,0,0,0,3,0,0,1,1,1,3,4
1725,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,5,5,5,4,5,4,5,10,30,10,30,30,6,4,3,80,3,2,1,0,0,1,2,1,0,0,0,0,3,0,0,4,1,1,3,4
1727,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,0,1,0,1,1,0,1,2,3,3,4,4,5,4,5,4,5,60,30,50,50,30,2,1,1,96,20,9,1,0,0,1,6,0,0,0,0,2,20,0,0,0,1,1,3,4
1728,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,3,2,4,3,3,4,5,2,5,45,7,3,60,75,6,2,2,97,7,8,2,1,1,0,7,1,0,0,1,0,6,0,0,0,1,1,3,4
1729,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,NA,NA,NA,0,0,1,0,0,0,1,1,0,0,1,1,0,1,2,5,4,5,5,5,5,5,4,5,10,20,10,80,80,4,3,3,96,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,3,4
1730,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,1,0,1,1,0,1,2,4,4,5,5,5,5,5,5,5,42,4,30,70,50,4,1,1,96,3,10,3,0,0,0,10,3,0,0,0,1,3,0,0,0,1,1,3,4
1737,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,1,0,1,1,0,1,2,4,4,4,5,5,5,5,4,5,28,9,15,75,75,2,3,3,96,20,8,0,1,0,0,3,0,0,0,0,4,20,0,0,1,1,1,3,4
1738,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,2,5,4,5,5,5,5,5,5,5,33,6,2,90,95,4,3,3,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,3,4
1741,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,0,0,1,1,0,1,2,5,4,4,4,5,5,5,5,5,36,12,25,80,80,8,3,3,92,8,13,2,0,0,0,7,0,0,0,4,1,4,0,0,2,1,1,3,2
1744,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,2,4,4,5,4,5,4,5,4,5,15,10,20,65,70,1,4,3,95,1,9,3,0,0,0,8,2,0,0,0,0,1,0,1,0,1,1,3,4
1748,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,1,0,1,1,0,2,2,4,2,4,4,5,4,5,5,5,1,18,25,70,95,2,4,3,93,58,211,4,8,0,0,199,3,0,1,0,0,57,0,0,0,1,1,3,4
1749,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,2,3,2,4,4,4,5,4,4,5,11,5,5,90,95,7,3,3,96,9,12,10,0,0,5,4,4,0,0,1,1,6,2,1,0,4,2,3,3
1750,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,NA,NA,NA,1,0,1,1,1,0,1,0,1,1,1,1,0,1,2,4,4,5,5,4,5,4,4,5,1,11,5,25,75,7,3,3,96,5,11,6,0,0,5,5,0,0,0,0,0,5,0,0,1,4,2,3,2
1751,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,1,1,1,0,1,2,4,1,2,5,4,5,4,3,5,9,18,28,45,70,8,4,3,96,16,13,4,0,0,1,9,4,0,0,0,0,16,0,1,1,4,2,3,4
1755,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,2,1,2,4,2,4,4,4,5,17,16,0,0,40,4,2,2,94,54,120,19,24,0,6,102,4,0,8,1,0,42,3,3,5,4,2,3,3
1757,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,4,4,4,4,5,5,5,5,5,0,6,5,90,95,7,3,3,92,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2
1760,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,1,1,0,1,2,4,3,4,4,4,4,4,3,5,1,20,25,50,80,4,4,2,94,11,32,17,2,2,3,15,7,0,3,0,0,7,1,1,0,4,2,3,2
1761,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,4,4,4,4,4,5,8,13,20,20,40,8,3,3,94,12,24,4,3,0,2,13,0,0,2,0,0,10,0,0,0,4,2,3,3
1763,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,2,4,4,4,4,4,4,4,4,4,1,9,10,70,50,6,3,3,95,55,69,2,0,0,11,47,1,0,0,0,2,55,0,1,0,4,2,3,3
1764,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,4,5,5,5,5,4,5,0,7,31,30,50,8,3,3,94,7,13,0,0,0,0,8,0,0,0,2,0,5,0,0,6,4,2,3,2
1765,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2,4,3,3,4,4,4,4,3,5,3,11,5,30,60,7,3,3,95,19,48,48,16,16,4,35,35,0,0,0,1,19,0,0,1,4,2,3,3
