VisitorCheckInAndBadges,SchoolShootings,Arrests,HateCrimes,RacialTensions,StudentBullying,StudentSexualHarassment,VerbalAbuse,SexualOrientationHarassment,WidespreadDisorder,GenderIdentityHarassment,ActsofDisrespect,GangActivities,PctLimitedEnglish,PctSpecialEd,PctBelow15Percentile,PctLikelyCollege,PctAcademicAchievement,ClassroomChangeAvg,StudentAreaCrime,SchoolAreaCrime,PctAverageDailyAttendance,TotalDisciplinaryActions,TotalIncidentsReported,TotalIncidents,TotalIncidentsReportedPolice,TotalSeriousViolentIncidents,TotalSeriousViolentIncidentsPolice,TotalSpecializedTransfers,TotalViolentIncidents,TotalViolentIncidentsPolice,TotalFirearmActions,TotalDrugActions,TotalWeaponActions,TotalDisruptions,TotalFightActions,TotalAlcActions,FTSecurityCount,PTSecurityCount,Urbanicity,GradeLevel,SchoolSize,PctWhiteStudents,SchoolSecurity,SchoolProceduresRules,SchoolPreventionProgram,SchoolMentalHealthServices,SchoolTrainingProgram
1,0,1,2,4,4,4,5,5,5,5,4,5,28,9,15,75,75,2,3,3,96,20,8,28,0,1,0,0,3,0,0,0,0,4,20,0,0,1,1,1,3,4,10,6,7,0,8
1,0,1,2,5,4,5,5,5,5,5,5,5,33,6,2,90,95,4,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,3,4,7,6,11,0,6
1,0,1,2,5,4,4,4,5,5,5,5,5,36,12,25,80,80,8,3,3,92,8,13,21,2,0,0,0,7,0,0,0,4,1,4,0,0,2,1,1,3,2,7,2,10,0,8
1,0,1,2,4,4,5,4,5,4,5,4,5,15,10,20,65,70,1,4,3,95,1,9,10,3,0,0,0,8,2,0,0,0,0,1,0,1,0,1,1,3,4,7,5,13,1,9
1,0,2,2,4,2,4,4,5,4,5,5,5,1,18,25,70,95,2,4,3,93,58,211,269,4,8,0,0,199,3,0,1,0,0,57,0,0,0,1,1,3,4,8,7,7,0,7
1,0,1,2,3,2,4,4,4,5,4,4,5,11,5,5,90,95,7,3,3,96,9,12,21,10,0,0,5,4,4,0,0,1,1,6,2,1,0,4,2,3,3,9,5,7,0,5
1,0,1,2,4,4,5,5,4,5,4,4,5,1,11,5,25,75,7,3,3,96,5,11,16,6,0,0,5,5,0,0,0,0,0,5,0,0,1,4,2,3,2,7,5,10,1,8
1,0,1,2,4,1,2,5,4,5,4,3,5,9,18,28,45,70,8,4,3,96,16,13,29,4,0,0,1,9,4,0,0,0,0,16,0,1,1,4,2,3,4,11,4,9,0,8
1,0,1,1,2,1,2,4,2,4,4,4,5,17,16,0,0,40,4,2,2,94,54,120,174,19,24,0,6,102,4,0,8,1,0,42,3,3,5,4,2,3,3,9,5,10,0,6
1,0,1,2,4,4,4,4,5,5,5,5,5,0,6,5,90,95,7,3,3,92,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,7,6,5,1,3
1,0,1,2,4,3,4,4,4,4,4,3,5,1,20,25,50,80,4,4,2,94,11,32,43,17,2,2,3,15,7,0,3,0,0,7,1,1,0,4,2,3,2,8,6,10,1,9
1,0,1,2,4,4,4,4,4,4,4,4,5,8,13,20,20,40,8,3,3,94,12,24,36,4,3,0,2,13,0,0,2,0,0,10,0,0,0,4,2,3,3,7,4,11,0,10
1,0,1,2,4,4,4,4,4,4,4,4,4,1,9,10,70,50,6,3,3,95,55,69,124,2,0,0,11,47,1,0,0,0,2,55,0,1,0,4,2,3,3,4,3,2,0,5
1,0,1,2,4,4,4,5,5,5,5,4,5,0,7,31,30,50,8,3,3,94,7,13,20,0,0,0,0,8,0,0,0,2,0,5,0,0,6,4,2,3,2,9,6,11,2,10
1,0,1,2,4,3,3,4,4,4,4,3,5,3,11,5,30,60,7,3,3,95,19,48,67,48,16,16,4,35,35,0,0,0,1,19,0,0,1,4,2,3,3,10,5,10,0,10
1,0,4,2,4,4,3,5,4,5,4,2,5,1,17,8,40,45,9,3,3,93,18,25,43,10,1,1,4,15,2,0,4,1,0,13,0,0,1,4,2,3,3,6,4,12,0,6
1,0,1,2,4,4,5,5,5,5,5,5,5,2,5,5,90,95,9,4,3,96,2,6,8,0,0,0,0,4,0,0,0,0,0,2,0,0,0,4,2,3,3,8,5,10,0,6
1,0,1,2,4,4,4,4,4,5,4,4,5,1,25,5,30,75,8,3,3,97,3,16,19,1,1,1,3,16,1,0,0,0,0,3,0,0,1,4,2,3,1,7,5,8,0,7
1,0,1,2,4,4,4,4,4,4,4,3,5,1,18,15,65,50,7,3,3,97,7,11,18,0,0,0,1,3,0,0,1,1,2,3,2,0,1,4,2,3,2,10,7,7,1,3
1,0,1,2,4,4,5,4,5,5,5,4,5,1,80,3,75,75,8,3,3,98,4,10,14,2,0,0,0,5,2,0,0,0,0,4,0,0,1,4,2,3,2,9,8,5,0,8
1,0,2,2,4,2,4,4,4,5,4,2,5,3,20,20,40,85,7,3,3,95,6,16,22,16,1,1,0,12,12,0,0,0,0,6,0,3,0,4,2,3,3,9,7,11,2,10
1,0,1,2,5,4,4,4,5,5,5,4,5,0,10,8,35,50,7,3,3,94,12,44,56,1,0,0,0,42,0,0,0,0,0,12,0,0,0,4,2,3,2,8,6,11,0,6
1,0,1,2,4,4,4,4,4,4,5,4,5,0,30,15,65,40,6,3,3,92,13,26,39,0,0,0,0,22,0,0,0,1,0,12,0,0,1,4,2,3,1,6,5,6,0,3
1,0,1,2,4,4,5,5,5,4,5,4,5,3,13,10,50,60,5,3,3,97,3,21,24,0,0,0,1,7,0,0,0,1,0,2,0,1,0,4,2,3,3,7,6,10,2,9
1,0,2,2,4,4,4,4,4,5,5,4,5,10,12,3,80,85,7,4,3,95,13,36,49,12,0,0,4,13,2,0,3,3,0,5,2,0,0,4,2,3,2,10,6,14,1,10
1,0,2,2,4,2,3,4,4,4,4,4,5,2,11,10,75,75,8,3,3,96,3,3,6,1,0,0,0,1,0,0,1,0,1,2,0,0,2,4,2,3,3,6,5,9,0,4
1,0,1,2,4,5,4,5,4,5,5,5,5,0,10,20,90,75,7,3,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,2,9,5,10,2,8
1,0,1,2,3,2,3,4,4,4,4,2,5,0,13,21,50,60,7,3,3,98,7,12,19,4,0,0,0,6,1,0,1,1,0,5,0,0,1,4,2,3,2,9,6,9,0,3
1,0,1,2,4,3,4,4,4,5,5,4,5,1,11,10,94,80,7,3,3,96,6,10,16,2,2,2,0,10,2,0,0,0,1,6,0,1,0,4,2,3,2,7,5,11,1,2
1,0,2,2,3,2,2,3,2,4,3,2,4,1,14,10,60,75,9,3,3,95,8,15,23,11,0,0,0,8,4,0,0,3,0,3,2,0,1,4,2,3,2,10,3,8,0,5
1,0,1,2,4,3,4,3,4,4,4,2,5,0,10,50,75,75,4,2,2,95,6,9,15,0,0,0,0,7,0,0,0,0,0,6,0,2,2,4,2,3,4,11,4,8,1,8
1,0,1,2,4,3,4,4,5,5,5,4,5,2,6,2,55,50,5,2,3,96,13,7,20,2,0,0,1,4,1,0,1,0,1,12,0,1,0,4,2,3,2,4,8,6,1,2
1,0,1,2,4,4,5,5,5,5,5,5,5,0,19,29,70,50,7,3,2,94,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,4,2,3,2,10,7,11,0,9
1,0,1,2,4,4,5,4,5,5,5,5,5,4,10,2,97,90,4,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,3,4,5,4,9,1,10
1,0,1,2,5,3,4,4,4,5,5,5,5,1,16,10,80,30,6,3,3,96,1,5,6,0,1,0,0,2,0,0,0,0,0,1,0,0,0,4,2,3,2,11,6,12,0,7
1,0,1,2,4,4,4,5,4,4,4,4,5,1,20,20,25,60,9,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,3,8,6,13,0,8
1,0,1,2,4,4,4,5,5,5,5,3,5,0,16,25,50,80,6,3,3,95,10,16,26,0,0,0,0,7,0,0,0,3,0,7,0,0,0,4,2,3,1,8,6,8,2,6
1,0,1,2,5,4,4,4,4,5,5,4,5,1,15,18,65,20,9,3,3,96,43,49,92,2,1,0,1,46,0,0,1,0,0,42,0,1,0,4,2,3,3,11,6,8,2,7
1,0,1,2,2,1,4,4,5,4,5,4,5,2,15,20,40,50,6,3,3,95,33,28,61,28,2,2,0,22,22,1,2,0,1,30,0,1,0,4,2,3,2,10,4,10,1,6
1,0,1,2,5,4,5,4,5,4,5,4,5,4,15,15,70,88,4,3,3,89,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,3,8,6,10,0,8
1,0,2,2,4,3,4,4,5,5,5,4,5,7,8,10,20,40,6,3,3,95,9,11,20,11,0,0,0,5,5,0,3,0,0,6,0,1,0,4,2,3,2,11,7,7,0,5
1,0,1,2,4,4,4,4,4,5,5,4,5,1,14,3,80,85,10,3,3,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,3,2,11,4,16,0,10
1,0,1,2,4,4,4,5,4,5,5,4,5,1,13,9,75,80,9,3,3,95,17,32,49,22,0,0,1,23,17,0,0,2,1,15,0,0,1,4,2,3,1,8,5,14,1,10
1,0,1,2,5,4,5,5,5,5,5,5,5,1,15,35,25,75,7,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,7,4,4,0,5
1,0,3,2,4,2,3,2,4,5,4,4,4,5,13,10,40,70,7,2,2,96,36,25,61,11,1,1,4,18,5,0,0,4,1,32,0,1,0,4,2,3,3,11,5,7,1,7
1,0,2,2,2,2,2,5,4,3,4,2,3,3,17,10,60,30,8,3,3,92,19,16,35,10,0,0,1,11,8,0,0,0,0,17,2,1,0,4,2,3,2,11,6,6,0,8
1,0,1,2,5,4,5,4,5,4,5,4,5,10,17,10,35,70,5,3,3,100,4,5,9,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,2,3,3,8,3,6,1,5
1,0,2,2,5,3,4,5,5,5,5,3,3,3,10,5,60,30,4,3,3,90,2,3,5,3,0,0,0,1,1,0,0,0,0,2,0,0,1,4,2,3,2,5,5,7,0,9
1,0,2,2,4,2,4,4,5,5,5,5,5,1,14,9,50,70,5,2,2,94,9,16,25,16,3,3,2,13,13,0,4,1,0,4,0,0,1,4,2,3,2,7,6,9,1,7
1,0,2,2,2,4,3,3,3,3,4,2,5,15,10,10,40,40,8,2,2,96,17,42,59,15,0,0,2,12,0,0,5,0,1,12,0,1,0,4,2,3,4,10,7,10,2,10
1,0,1,2,5,4,4,2,5,4,5,4,5,23,8,20,40,70,7,3,3,98,32,27,59,8,0,0,0,21,4,0,0,0,0,32,0,1,0,4,2,3,3,12,4,8,1,9
1,0,1,2,4,4,4,4,5,5,5,2,4,6,9,35,65,65,9,3,3,94,58,62,120,0,0,0,11,55,0,0,0,3,0,55,0,2,0,4,2,3,4,9,8,8,1,7
1,0,1,2,4,4,4,4,4,5,4,4,5,1,10,0,75,80,8,3,3,97,8,43,51,1,0,0,0,18,1,0,0,0,0,8,0,0,1,4,2,3,3,10,7,9,2,10
1,0,2,2,5,4,5,4,5,4,5,4,4,6,9,10,20,80,9,2,3,92,77,59,136,42,0,0,26,37,26,0,10,3,1,60,4,1,1,4,2,3,4,11,7,14,1,10
1,0,1,2,5,4,4,5,4,5,4,4,5,8,14,30,60,60,6,3,3,96,3,18,21,6,0,0,0,14,4,0,0,1,0,2,0,0,1,4,2,3,2,6,3,10,0,5
1,0,1,2,4,3,4,4,5,5,5,3,4,9,15,10,40,50,8,4,3,94,22,31,53,4,0,0,3,27,0,0,1,2,2,19,0,0,2,4,2,3,4,10,6,9,0,7
1,0,1,2,5,3,4,4,4,5,4,4,5,2,18,0,50,65,10,3,3,94,15,17,32,2,0,0,0,15,0,0,0,0,0,15,0,1,0,4,2,3,2,8,6,9,1,8
1,0,1,2,4,4,4,4,5,4,5,4,5,1,20,10,50,50,3,3,3,97,12,23,35,8,1,0,0,21,7,0,0,0,1,12,0,0,0,4,2,3,3,7,5,8,0,10
1,0,1,2,4,3,4,4,4,5,4,5,5,1,13,15,40,75,6,3,3,96,14,20,34,9,2,1,14,17,6,0,5,0,1,9,0,1,0,4,2,3,3,11,6,12,2,10
1,0,2,1,3,2,3,4,4,4,4,4,5,1,16,11,62,70,8,3,3,96,48,70,118,51,0,0,2,40,40,0,6,3,0,37,2,0,1,4,2,3,1,7,6,14,1,10
1,0,1,2,5,4,5,5,5,5,5,4,5,5,19,10,100,100,3,4,3,97,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4,10,0,7
1,0,1,2,5,3,4,4,5,5,4,5,5,30,20,20,80,35,0,3,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,5,4,10,0,2
0,0,1,2,5,4,5,5,5,5,5,5,5,52,20,15,75,80,5,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,4,6,4,6,0,4
1,0,1,2,5,4,5,4,5,5,5,5,5,4,12,10,70,85,3,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,3,8,1,3
1,0,1,2,4,4,5,4,5,4,5,5,5,60,15,10,90,90,4,2,2,95,3,7,10,2,0,0,0,5,0,0,0,0,3,3,0,1,1,1,1,1,4,5,4,8,0,6
1,0,1,2,5,5,5,5,5,5,5,5,5,54,10,16,50,90,3,1,1,93,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,8,5,9,1,7
1,0,1,2,5,5,5,5,5,5,5,5,5,42,87,1,65,80,1,4,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,6,3,8,0,5
1,0,1,2,4,4,4,4,4,5,5,4,5,6,17,1,65,80,6,2,2,92,10,5,15,0,0,0,0,5,0,0,0,0,0,10,0,0,0,1,1,1,4,6,6,13,0,7
1,0,1,2,4,3,5,3,5,5,5,2,5,3,23,20,45,35,6,3,3,95,1,10,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,7,5,6,1,3
0,0,1,2,5,4,5,4,5,4,5,4,5,1,4,5,90,85,6,3,3,96,5,10,15,0,0,0,0,10,0,0,0,0,0,5,0,0,0,1,1,1,2,5,4,10,0,6
1,0,1,2,5,4,5,5,5,5,5,5,5,18,18,8,75,85,7,4,3,98,2,2,4,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,1,4,6,5,13,0,8
1,0,1,2,5,4,4,4,4,4,4,4,5,35,20,8,40,60,2,2,2,85,8,14,22,14,0,0,0,12,12,0,0,0,0,8,0,2,0,1,1,1,4,3,5,8,1,9
1,0,1,2,4,4,5,5,5,4,5,4,5,2,5,5,100,90,8,4,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,8,6,10,0,7
1,0,1,2,3,4,4,2,5,5,5,4,5,33,5,10,90,90,8,4,2,96,31,48,79,0,0,0,0,41,0,0,0,3,2,28,0,0,0,1,1,1,4,7,7,9,0,7
1,0,1,2,5,4,5,4,5,5,5,4,5,0,11,8,80,85,0,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,4,6,0,6
1,0,1,2,3,3,4,4,5,3,5,3,5,4,20,0,50,50,3,2,2,93,2,7,9,2,0,0,0,3,0,0,0,0,4,2,0,0,1,1,1,1,4,7,3,14,0,9
1,0,1,2,5,4,5,5,5,5,5,5,5,0,6,1,80,80,3,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,6,4,10,0,8
1,0,2,2,4,3,4,4,5,5,5,5,5,1,21,20,35,55,9,3,3,90,5,9,14,9,0,0,0,8,8,0,0,0,0,5,0,1,0,3,4,1,2,9,6,4,0,4
0,0,1,2,5,5,5,5,5,5,5,5,5,0,10,3,80,95,7,3,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,6,5,7,0,10
1,0,1,2,5,4,4,5,5,4,5,4,5,33,6,5,90,85,2,2,1,99,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,4,7,5,7,1,5
1,0,1,2,5,4,5,4,5,5,5,4,5,3,16,20,80,90,4,3,3,97,0,4,4,3,1,1,0,3,3,0,0,0,0,0,0,0,2,2,2,1,2,9,4,9,1,8
1,0,1,2,4,4,5,4,5,5,5,4,5,0,10,5,50,70,6,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,5,3,10,0,5
1,0,1,2,5,4,4,4,5,4,5,5,5,0,5,4,80,80,8,3,3,96,18,18,36,0,0,0,0,17,0,0,0,1,0,17,0,0,0,2,2,1,4,5,6,7,1,1
1,0,1,2,5,4,4,5,5,5,5,5,5,20,12,10,80,90,7,4,3,97,6,38,44,11,1,1,0,31,6,0,0,0,0,6,0,0,2,2,2,1,3,6,6,5,0,5
1,0,1,2,5,3,4,4,4,5,4,3,4,22,25,30,30,60,6,2,2,95,2,15,17,2,2,2,0,8,2,1,0,0,6,1,0,2,0,2,2,1,4,6,6,12,2,9
1,0,1,2,5,4,5,5,5,5,4,5,5,0,13,1,95,95,10,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,6,5,8,1,4
1,0,1,2,5,3,4,4,4,5,5,4,5,1,15,6,80,85,7,3,3,96,1,3,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,2,1,3,8,6,6,0,6
1,0,1,2,2,3,4,4,5,4,5,4,5,50,25,25,50,50,0,1,2,94,25,51,76,1,0,0,0,40,0,0,0,0,2,25,0,0,0,2,1,2,4,1,6,7,1,3
1,0,1,2,5,4,5,5,5,4,5,5,5,1,10,20,80,75,0,2,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,4,6,8,0,8
1,0,1,2,5,4,5,5,5,5,5,4,5,27,20,10,80,90,4,3,3,96,2,3,5,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,1,2,4,5,4,7,1,3
1,0,1,2,4,4,5,4,5,5,5,5,5,17,9,15,75,85,0,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,4,2,9,2,2
1,0,1,2,4,3,4,4,5,4,5,5,5,22,13,30,50,70,0,2,3,94,8,9,17,1,0,0,0,6,0,0,0,0,1,8,0,0,0,2,1,2,3,7,4,10,0,5
1,0,1,2,4,3,4,4,4,4,5,4,5,42,10,2,85,85,2,2,2,94,2,4,6,1,0,0,0,1,0,0,2,0,1,0,0,0,0,2,1,2,4,8,6,16,2,9
1,0,2,2,4,4,4,4,4,5,4,4,4,84,7,40,50,75,6,2,2,94,4,9,13,3,0,0,0,4,0,1,0,0,3,3,0,0,1,2,1,2,4,6,6,10,1,10
1,0,1,2,4,4,5,5,5,5,5,5,5,0,11,0,100,100,4,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,9,3,10,0,7
1,0,1,2,5,5,5,5,5,5,5,4,5,2,12,15,85,95,10,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,6,4,10,1,7
1,0,1,2,5,4,5,5,5,5,5,5,5,8,10,12,60,40,6,3,3,97,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,2,2,6,3,9,2,3
1,0,1,2,5,4,5,5,5,5,5,4,5,20,21,30,35,40,4,3,3,87,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,8,5,11,0,10
1,0,1,2,4,4,5,4,5,5,5,5,5,10,22,20,60,60,8,3,3,93,0,35,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,1,2,4,5,3,8,0,10
1,0,1,2,5,4,5,5,5,5,5,5,5,10,20,10,75,90,3,3,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,9,3,12,0,10
1,0,1,2,4,3,5,5,5,5,5,4,5,1,12,10,95,95,4,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,7,9,0,1
1,0,1,2,4,3,5,5,5,5,5,5,5,66,6,30,90,90,2,2,2,97,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,4,7,6,7,0,3
1,0,1,2,5,5,5,4,5,5,5,4,5,11,14,5,95,98,0,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3,6,4,10,1,9
1,0,1,2,5,4,5,5,5,5,5,5,5,10,12,0,90,95,8,3,3,95,2,25,27,0,0,0,0,25,0,0,0,0,0,2,0,0,0,2,1,2,3,9,4,10,1,10
1,0,1,2,4,4,5,3,5,4,5,3,5,4,23,20,50,80,3,3,3,97,3,3,6,0,0,0,0,1,0,0,0,0,3,3,0,0,0,2,1,2,2,5,4,12,1,9
1,0,1,2,4,4,5,4,5,4,5,4,5,12,12,45,50,60,6,2,2,94,10,12,22,0,0,0,0,10,0,0,0,0,0,10,0,0,0,2,1,2,4,8,4,7,0,5
1,0,1,2,4,4,5,4,5,5,5,4,5,0,13,7,70,80,6,3,3,96,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,2,3,8,4,8,1,7
1,0,1,2,5,4,5,5,5,5,5,5,5,0,10,1,95,95,8,3,3,98,2,4,6,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,1,2,2,9,3,8,0,5
1,0,2,2,4,4,5,5,5,5,5,4,5,71,12,5,90,80,8,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,3,7,4,7,2,10
1,0,1,2,5,4,5,5,5,5,5,4,5,2,18,20,70,50,4,3,3,96,2,13,15,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,2,2,7,4,8,0,6
1,0,1,2,5,4,5,4,5,5,5,4,5,4,22,5,80,80,6,3,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,4,12,0,8
0,0,1,2,5,5,5,5,5,5,5,4,5,67,10,12,60,40,2,2,2,96,2,4,6,1,0,0,0,0,0,2,0,0,1,0,0,0,1,2,1,2,4,3,1,8,0,7
1,0,1,2,4,4,5,4,5,5,5,4,5,20,7,5,95,95,4,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,8,4,11,0,9
1,0,1,2,4,4,4,4,5,5,5,5,5,0,12,8,95,95,4,3,3,98,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,2,6,2,8,1,5
1,0,1,2,5,5,5,5,5,5,5,5,5,7,8,0,95,100,1,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,7,4,9,0,7
1,0,1,2,4,1,4,5,5,5,5,4,5,1,5,10,50,75,4,3,3,96,0,6,6,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,1,2,1,7,5,9,0,5
1,0,1,1,5,4,4,5,5,5,5,4,5,1,10,10,98,98,4,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,3,9,6,12,1,6
1,0,1,2,5,4,5,5,5,4,5,5,5,2,21,10,50,75,4,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,7,4,10,1,2
1,0,1,2,5,4,5,4,5,4,5,5,5,45,15,70,10,15,6,2,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,7,5,7,0,0
1,0,2,2,4,4,4,5,4,5,5,3,5,5,14,30,70,70,3,3,3,95,5,19,24,2,3,0,0,18,2,0,0,0,2,5,0,0,0,2,1,2,2,8,4,9,1,4
1,0,1,2,4,4,5,5,5,5,5,5,5,4,11,3,97,90,6,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,7,5,11,0,4
1,0,1,2,4,3,5,5,5,5,5,5,5,10,22,6,70,60,6,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,9,3,12,0,7
1,0,1,2,4,4,5,5,5,5,5,5,5,0,1,20,70,55,4,3,3,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,4,9,4,10,1,9
1,0,1,2,5,5,5,5,5,5,5,5,5,6,6,15,75,75,5,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,4,7,5,9,0,10
1,0,1,2,4,4,5,4,5,5,5,4,5,12,28,15,60,20,1,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,6,3,6,0,7
1,0,1,2,5,4,5,4,5,5,5,5,5,0,18,10,85,85,3,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,5,4,10,0,9
1,0,1,2,5,5,5,5,5,5,5,5,5,2,10,0,100,100,0,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,5,3,4,0,9
1,0,1,2,4,4,5,5,5,4,5,4,5,6,8,5,80,95,4,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,4,5,5,13,1,10
1,0,1,2,4,4,5,4,5,5,5,4,5,5,8,10,60,75,4,2,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,7,4,7,0,5
1,0,1,2,5,4,5,5,5,5,5,5,5,0,6,10,80,80,4,3,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,8,2,8,1,5
1,0,1,2,4,4,5,4,5,5,5,4,5,21,17,40,30,50,4,3,3,95,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,4,9,2,6,0,0
1,0,1,2,4,4,5,4,5,4,4,4,5,1,12,3,98,90,6,3,3,97,3,3,6,1,0,0,0,3,1,0,0,0,0,3,0,0,2,2,1,2,2,10,3,12,2,8
1,0,1,2,5,4,5,4,5,5,5,4,5,0,21,20,80,80,6,3,3,96,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,3,6,3,11,0,6
1,0,2,2,4,4,5,5,5,5,5,5,5,66,15,40,15,60,2,2,2,96,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,7,4,10,0,4
1,0,1,2,4,4,5,4,5,5,5,4,5,71,10,10,83,100,2,3,3,5,5,4,9,1,0,0,0,3,0,0,0,0,0,5,0,1,0,2,1,2,2,7,3,8,2,10
1,0,1,2,4,4,5,5,5,5,4,4,5,2,20,9,75,75,3,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,8,4,10,1,7
1,0,1,2,4,4,4,4,5,5,5,4,5,2,17,20,50,65,0,2,2,93,5,5,10,1,1,1,1,5,1,0,0,1,3,4,0,0,0,2,1,2,3,8,5,10,1,10
1,0,2,2,4,4,4,4,5,4,5,4,5,1,15,3,60,75,6,2,3,98,7,10,17,1,0,0,1,8,1,0,0,0,0,7,0,0,1,2,1,2,3,8,4,9,2,7
1,0,1,2,5,4,5,5,5,5,5,5,5,3,9,5,95,99,5,3,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,2,8,5,9,2,8
1,0,1,2,5,4,5,5,5,5,5,5,5,9,6,3,30,60,2,3,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,6,4,7,0,5
